epoch,train_loss,val_miou,val_pixel_acc,val_mean_acc,iou_road,iou_wall,iou_sign,iou_car
1,1.5331694062417294,0.3464153648001815,0.8183258113130585,0.48892909941293294,0.8461130087969679,0.045517465861900606,0.35469371935441135,0.6725068035117026
2,1.1016388975972888,0.3802373596598578,0.839416379531689,0.5036783968455797,0.8518473257597053,0.08314067412091039,0.37677896124046856,0.6988281654937868
3,1.025420282017283,0.3977399562526276,0.8356222619193013,0.5411695887757656,0.8601867372484866,0.09850617958152906,0.3963455005634143,0.6949363536286731
4,0.9590127320650245,0.40830905645195736,0.8392570457758786,0.5633793318093471,0.8696666100363349,0.11958320470525613,0.41365806354281903,0.7180473238516083
5,0.9260074233407734,0.4071560556608927,0.8470801802993964,0.5356576457455736,0.8599061798280988,0.10075486971991043,0.4316370465737758,0.7306687677004761
6,0.9147497819752253,0.40427176210855187,0.8381315504752053,0.5644901382653433,0.8761067016073315,0.10033433409651271,0.4145077769090696,0.7002266425913353
7,0.8943699942065888,0.407065983781517,0.8302057146418124,0.5700411854549557,0.857617886712618,0.12162416079558312,0.4263262860816699,0.6882003352849608
8,0.8747346909907686,0.4214397756295636,0.8480727000914373,0.5676357907924456,0.868788697252208,0.12497806897208062,0.4397421598255212,0.7385511179564842
9,0.8619591238618899,0.4231021681333681,0.8461682030491754,0.578068705570098,0.8704816848798773,0.11882921389441944,0.4291012241421754,0.7377777155366388
10,0.8490852403540571,0.4225252718839271,0.8474741472742542,0.5703464915391097,0.8761044282379439,0.13689268009217853,0.4414819902652105,0.7377328658274137
11,0.6817414524224626,0.48039034938390546,0.8517754542242386,0.6448041144221882,0.8241571178622695,0.23646467621236525,0.4808824671017945,0.7776166338009506
12,0.561207493077807,0.5206832917247,0.8838818908481135,0.7025269656936302,0.9042862110232008,0.28060797203474375,0.5404109981428844,0.8192044360861257
13,0.5090479436391542,0.5267304006991647,0.8623103421418584,0.7140697170766538,0.8684324431707732,0.2310534625299383,0.5577079780666794,0.8328998259881891
14,0.4751027299432444,0.5094173676759993,0.8646860761386459,0.7306390570939222,0.8755125559007036,0.28426593374522957,0.5680220125498379,0.7974628060891061
15,0.4430979853737004,0.48097228413274706,0.8559984988481514,0.7078471787796223,0.8610740077533878,0.2586940210917176,0.5635561161647685,0.5986938152976078
16,0.43491713471021975,0.5251220340655564,0.8850682387931657,0.744112503858101,0.9191083523273419,0.35153868586860276,0.5695089309215189,0.7909165446754925
17,0.4169127998447844,0.5574750564677028,0.8630163224549773,0.7265806760366395,0.8130462891758484,0.389902091365757,0.6031721095287903,0.7730058663645651
18,0.3933251904990493,0.5595404282437278,0.8930755113706328,0.7352052292201883,0.9132473175424622,0.3444727595575546,0.5759620688865016,0.8139882771262711
19,0.39073313878363924,0.6078892804780042,0.9131170451242668,0.7555054782615919,0.9308936906721864,0.3586118321228481,0.6032339363884482,0.8707120629231395
20,0.3877875484019017,0.5507496057496905,0.8930586698345184,0.744172606145036,0.9247908972166832,0.3401562691468423,0.5676213073500471,0.7577027763584533
21,0.3758044013681532,0.5720291052701414,0.9042473657256871,0.7516706424928207,0.9354140229338321,0.3844849464257244,0.6169504027013546,0.7942023872935181
22,0.3601077356364797,0.5925844341331584,0.9076053252836869,0.7550677331660856,0.9268128096439467,0.354134871889633,0.6159445063553212,0.8250392433433424
23,0.35437474116401263,0.5518421610410938,0.8763427887657345,0.7638947658990015,0.8807880954091782,0.39774248720719574,0.5515757258633698,0.8192626824640755
24,0.3598527434573141,0.6031957884223749,0.8978485176431378,0.7760846051182171,0.9019590679617355,0.34453218111921236,0.580916053280523,0.8554131497414524
25,0.3433353087434373,0.6034687059763302,0.9088753443879581,0.7887292616517381,0.9243598120929124,0.4381749080423464,0.5820101403584306,0.855364635075151
26,0.34097443203433975,0.6072756926691827,0.9194774610482254,0.7634945495200054,0.9371682332539895,0.35701858560788524,0.6249891529191774,0.8703863234513917
27,0.3339188149718552,0.6507939792182823,0.9263785432792948,0.806934029831532,0.9527791558573249,0.43867302639778216,0.6353340273989059,0.8842473710584233
28,nan,0.6331427751830829,0.9217360719975626,0.7794801596476559,0.9507794170467784,0.39181254042690816,0.6016165643742794,0.8580770784692339
29,0.32729774358298847,0.6192745004489505,0.9106947831670164,0.7673539502845043,0.9387048526378826,0.2348845213526092,0.6269980791874586,0.8793520355810757
30,0.3293125048232805,0.6307490767838254,0.9181802909101433,0.7989765555410836,0.9440024908415804,0.4217454166010019,0.6233741157663455,0.8824740738293849
